id|title|description|authorId
981|Ballou|nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id|327
982|Return of the Living Dead: Rave to the Grave|ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut|211
983|American Ninja 5|varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus|509
984|I Want You|rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi|853
985|Lethal Weapon 3|dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus|905
986|Uranus|ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh|127
987|Resurrect Dead: The Mystery of the Toynbee Tiles|imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in|403
988|Went the Day Well?|in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec|467
989|Dracula: Dead and Loving It|ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer|190
990|Usual Suspects, The|eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet|868
991|Blue Dahlia, The|vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque|677
992|Every Girl Should Be Married|vehicula consequat morbi a ipsum integer a nibh in quis justo|815
993|Special When Lit|orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum|148
994|Focus|viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis|51
995|Rid of Me|justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales|692
996|Quai des Orfèvres (Jenny Lamour)|id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate|378
997|Just Imagine|quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa|441
998|Arrangement, The|in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum|506
999|The Vengeance of Fu Manchu|non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non|42
1000|Beat the Devil|volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in|314
